0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,target
-0.418353243086,1.05372746626,-0.612830491021,-0.720356184717,-0.0175088661083,-0.0752011809957,0.0,1.24812587886,-0.998435113849,-1.31223439084,-0.395826742796,-0.160171617224,-0.605795221885,1.72465110595,-0.455494260761,-0.605795221885,1.72465110595,-0.455494260761,HPL
0.748687481005,0.0482705539718,-0.794556811206,0.330346949183,-0.0175088661083,-0.0752011809957,0.0,1.24812587886,0.503763745627,-0.611521297577,0.431933988935,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,HPL
1.83363191235,-0.864036680001,-0.985424051827,-0.0617064589885,-0.0175088661083,-0.0752011809957,0.0,0.283579875217,-0.62288539898,-0.0211172422521,-0.395826742796,-0.160171617224,1.65072282493,1.72465110595,-0.455494260761,1.65072282493,1.72465110595,-0.455494260761,EAP
-0.925998337733,-0.811291637344,1.71770854614,-0.375349185526,-0.0175088661083,-0.0752011809957,0.0,0.283579875217,0.128214030758,-0.328314081054,-0.395826742796,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,MWS
0.1872216492,-0.628261781792,0.427488050776,-0.924223956967,-0.0175088661083,-0.0752011809957,0.0,-0.680966128431,-0.62288539898,-0.509496337587,-0.395826742796,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,EAP
-1.1234242752,1.78934711362,-0.628377156322,-0.296938503892,-0.0175088661083,-0.0752011809957,0.0,-0.680966128431,-0.62288539898,-0.592897693769,-1.22358747453,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,HPL
-1.29361541497,-0.65271920452,1.92960274905,1.19286444716,-0.0175088661083,-0.0752011809957,0.0,0.283579875217,-0.247335684111,0.23874051297,-0.395826742796,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,MWS
-1.14572426764,-0.917249081313,2.04065845423,0.283300540203,-0.0175088661083,-0.0752011809957,0.0,-0.680966128431,-0.247335684111,-0.0366106480352,-0.395826742796,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,MWS
-0.727109634625,1.36213794483,-0.606218413883,1.63196426431,-0.0175088661083,-0.0752011809957,0.0,-0.680966128431,0.879313460496,0.0413561681633,1.25969472067,-0.160171617224,-0.605795221885,1.72465110595,-0.455494260761,-0.605795221885,1.72465110595,-0.455494260761,HPL
1.29659481979,-0.337924822187,-0.963827900847,0.691036084701,-0.0175088661083,-0.0752011809957,0.0,0.283579875217,0.503763745627,0.605996801347,2.0874554524,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,HPL
-0.87870659353,1.55581098037,-0.644284139517,-0.218527822257,-0.0175088661083,-0.0752011809957,0.0,-0.680966128431,-0.247335684111,0.514316634073,-0.395826742796,-0.160171617224,1.65072282493,1.72465110595,-0.455494260761,1.65072282493,1.72465110595,-0.455494260761,EAP
1.48045421601,-0.703349236408,-0.790011760191,2.66698526189,-0.0175088661083,-0.0752011809957,0.0,2.21267188251,2.75706203484,-0.233229345234,0.431933988935,-0.160171617224,1.65072282493,1.72465110595,-0.455494260761,1.65072282493,1.72465110595,-0.455494260761,EAP
0.579951948934,0.360610425682,-0.931558586428,-0.626263366756,-0.0175088661083,-0.0752011809957,0.0,-0.680966128431,-0.998435113849,-0.353118794746,-1.22358747453,-0.160171617224,-0.605795221885,-0.579827419324,-0.455494260761,-0.605795221885,-0.579827419324,-0.455494260761,EAP
